date and time (UTC),image name,radiation
2017-08-16 21:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172282100365_e20172282111132_c20172282111177.nc,324.0
2017-08-16 21:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172282115365_e20172282126132_c20172282126179.nc,253.0
2017-08-16 21:35:00 UTC,OR_ABI-L1b-RadF-M3C02_G16_s20172282130365_e20172282141132_c20172282141168.nc,241.0
2017-08-16 21:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172282145365_e20172282156132_c20172282156176.nc,139.0
2017-08-16 22:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172282200365_e20172282211132_c20172282211173.nc,281.0
2017-08-16 22:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172282230365_e20172282241132_c20172282241176.nc,120.0
2017-08-16 22:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172282245365_e20172282256132_c20172282256177.nc,64.0
2017-08-16 23:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172282300365_e20172282311132_c20172282311175.nc,23.0
2017-08-17 11:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291100367_e20172291111134_c20172291111174.nc,5.0
2017-08-17 11:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291115367_e20172291126134_c20172291126185.nc,26.0
2017-08-17 11:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291130367_e20172291141134_c20172291141178.nc,37.0
2017-08-17 11:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291145367_e20172291156134_c20172291156181.nc,34.0
2017-08-17 12:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291200367_e20172291211134_c20172291211176.nc,50.0
2017-08-17 12:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291215367_e20172291226134_c20172291226184.nc,274.0
2017-08-17 12:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291230367_e20172291241134_c20172291241177.nc,198.0
2017-08-17 12:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291245367_e20172291256134_c20172291256177.nc,389.0
2017-08-17 13:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291300367_e20172291311134_c20172291311181.nc,480.0
2017-08-17 13:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291315367_e20172291326134_c20172291326179.nc,533.0
2017-08-17 13:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291330367_e20172291341134_c20172291341183.nc,529.0
2017-08-17 13:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291345367_e20172291356134_c20172291356183.nc,292.0
2017-08-17 14:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291400367_e20172291411134_c20172291411177.nc,647.0
2017-08-17 14:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291415367_e20172291426134_c20172291426180.nc,579.0
2017-08-17 14:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291430367_e20172291441134_c20172291441177.nc,681.0
2017-08-17 14:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291445367_e20172291456134_c20172291456178.nc,299.0
2017-08-17 15:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291500367_e20172291511134_c20172291511176.nc,1046.0
2017-08-17 15:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291515367_e20172291526134_c20172291526179.nc,829.0
2017-08-17 15:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291530367_e20172291541134_c20172291541180.nc,1086.0
2017-08-17 15:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291545367_e20172291556134_c20172291556181.nc,1042.0
2017-08-17 16:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291600367_e20172291611134_c20172291611179.nc,1029.0
2017-08-17 16:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291615367_e20172291626134_c20172291626183.nc,984.0
2017-08-17 16:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291630367_e20172291641134_c20172291641186.nc,1044.0
2017-08-17 16:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291645367_e20172291656134_c20172291656181.nc,1056.0
2017-08-17 17:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291700367_e20172291711134_c20172291711177.nc,1057.0
2017-08-17 17:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291715367_e20172291726134_c20172291726181.nc,1048.0
2017-08-17 17:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291730367_e20172291741134_c20172291741181.nc,1047.0
2017-08-17 17:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291745367_e20172291756134_c20172291756178.nc,1050.0
2017-08-17 18:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291800365_e20172291811132_c20172291811175.nc,1064.0
2017-08-17 18:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291815365_e20172291826132_c20172291826177.nc,1045.0
2017-08-17 18:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291830365_e20172291841132_c20172291841176.nc,994.0
2017-08-17 18:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291845365_e20172291856132_c20172291856176.nc,967.0
2017-08-17 19:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291900365_e20172291911132_c20172291911176.nc,895.0
2017-08-17 19:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291915365_e20172291926132_c20172291926176.nc,225.0
2017-08-17 19:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291930365_e20172291941132_c20172291941177.nc,869.0
2017-08-17 19:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172291945365_e20172291956132_c20172291956180.nc,774.0
2017-08-17 20:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292000365_e20172292011132_c20172292011173.nc,227.0
2017-08-17 20:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292015365_e20172292026132_c20172292026177.nc,281.0
2017-08-17 20:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292030365_e20172292041132_c20172292041179.nc,226.0
2017-08-17 20:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292045365_e20172292056132_c20172292056178.nc,109.0
2017-08-17 21:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292100365_e20172292111132_c20172292111174.nc,137.0
2017-08-17 21:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292115365_e20172292126132_c20172292126175.nc,110.0
2017-08-17 21:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292130365_e20172292141132_c20172292141179.nc,380.0
2017-08-17 21:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292145365_e20172292156132_c20172292156177.nc,86.0
2017-08-17 22:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292200365_e20172292211132_c20172292211175.nc,122.0
2017-08-17 22:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292215365_e20172292226131_c20172292226176.nc,141.0
2017-08-17 22:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292230365_e20172292241132_c20172292241174.nc,26.0
2017-08-17 22:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292245365_e20172292256131_c20172292256175.nc,16.0
2017-08-17 23:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172292300365_e20172292311131_c20172292311175.nc,7.0
2017-08-18 11:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301115366_e20172301126133_c20172301126181.nc,15.0
2017-08-18 11:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301130366_e20172301141133_c20172301141177.nc,15.0
2017-08-18 11:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301145366_e20172301156133_c20172301156175.nc,37.0
2017-08-18 12:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301230363_e20172301241130_c20172301241171.nc,102.0
2017-08-18 12:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301245363_e20172301256130_c20172301256175.nc,119.0
2017-08-18 13:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301300363_e20172301311130_c20172301311176.nc,164.0
2017-08-18 13:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301315363_e20172301326130_c20172301326173.nc,163.0
2017-08-18 13:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301330363_e20172301341130_c20172301341175.nc,235.0
2017-08-18 13:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301345363_e20172301356130_c20172301356172.nc,388.0
2017-08-18 14:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301400363_e20172301411130_c20172301411177.nc,512.0
2017-08-18 14:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301415363_e20172301426130_c20172301426175.nc,633.0
2017-08-18 14:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301430363_e20172301441130_c20172301441174.nc,615.0
2017-08-18 14:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301445363_e20172301456129_c20172301456172.nc,868.0
2017-08-18 15:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301500363_e20172301511129_c20172301511174.nc,902.0
2017-08-18 15:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301515363_e20172301526129_c20172301526172.nc,879.0
2017-08-18 15:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301530363_e20172301541129_c20172301541177.nc,973.0
2017-08-18 15:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301545363_e20172301556129_c20172301556173.nc,1031.0
2017-08-18 16:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301600363_e20172301611129_c20172301611171.nc,1009.0
2017-08-18 16:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301615363_e20172301626129_c20172301626173.nc,695.0
2017-08-18 16:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301630363_e20172301641129_c20172301641173.nc,946.0
2017-08-18 16:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301645363_e20172301656130_c20172301656175.nc,496.0
2017-08-18 17:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301700363_e20172301711129_c20172301711173.nc,319.0
2017-08-18 17:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301715363_e20172301726130_c20172301726175.nc,230.0
2017-08-18 17:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301730363_e20172301741130_c20172301741174.nc,625.0
2017-08-18 17:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301745363_e20172301756130_c20172301756173.nc,1316.0
2017-08-18 18:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301800360_e20172301811127_c20172301811172.nc,306.0
2017-08-18 18:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301815360_e20172301826127_c20172301826177.nc,164.0
2017-08-18 18:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301830360_e20172301841127_c20172301841175.nc,1049.0
2017-08-18 18:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301845360_e20172301856127_c20172301856174.nc,1064.0
2017-08-18 19:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301900360_e20172301911127_c20172301911175.nc,180.0
2017-08-18 19:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301915361_e20172301926127_c20172301926174.nc,418.0
2017-08-18 19:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301930361_e20172301941127_c20172301941176.nc,227.0
2017-08-18 19:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172301945361_e20172301956127_c20172301956176.nc,174.0
2017-08-18 20:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302000361_e20172302011127_c20172302011173.nc,150.0
2017-08-18 20:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302015361_e20172302026127_c20172302026175.nc,242.0
2017-08-18 20:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302030361_e20172302041127_c20172302041173.nc,616.0
2017-08-18 20:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302045361_e20172302056127_c20172302056174.nc,539.0
2017-08-18 21:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302100361_e20172302111127_c20172302111172.nc,477.0
2017-08-18 21:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302115361_e20172302126128_c20172302126179.nc,430.0
2017-08-18 21:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302130361_e20172302141128_c20172302141173.nc,384.0
2017-08-18 21:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302145361_e20172302156128_c20172302156173.nc,401.0
2017-08-18 22:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302200361_e20172302211127_c20172302211171.nc,244.0
2017-08-18 22:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302215361_e20172302226128_c20172302226175.nc,74.0
2017-08-18 22:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302230361_e20172302241128_c20172302241172.nc,8.0
2017-08-18 22:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302245361_e20172302256128_c20172302256174.nc,10.0
2017-08-18 23:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172302300361_e20172302311128_c20172302311171.nc,5.0
2017-08-19 11:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311100361_e20172311111128_c20172311111170.nc,1.0
2017-08-19 11:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311115361_e20172311126128_c20172311126174.nc,13.0
2017-08-19 11:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311130361_e20172311141128_c20172311141175.nc,31.0
2017-08-19 11:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311145361_e20172311156128_c20172311156172.nc,58.0
2017-08-19 12:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311200361_e20172311211128_c20172311211180.nc,117.0
2017-08-19 13:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311300365_e20172311311132_c20172311311174.nc,119.0
2017-08-19 13:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311315365_e20172311326132_c20172311326176.nc,115.0
2017-08-19 13:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311330365_e20172311341132_c20172311341174.nc,93.0
2017-08-19 13:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311345365_e20172311356132_c20172311356174.nc,83.0
2017-08-19 14:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311400365_e20172311411132_c20172311411174.nc,124.0
2017-08-19 14:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311415365_e20172311426132_c20172311426178.nc,160.0
2017-08-19 14:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311430365_e20172311441132_c20172311441175.nc,156.0
2017-08-19 14:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311445365_e20172311456132_c20172311456173.nc,156.0
2017-08-19 15:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311500365_e20172311511132_c20172311511172.nc,182.0
2017-08-19 15:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311515365_e20172311526132_c20172311526174.nc,223.0
2017-08-19 15:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311530365_e20172311541132_c20172311541177.nc,250.0
2017-08-19 15:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311545365_e20172311556131_c20172311556173.nc,222.0
2017-08-19 16:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311615365_e20172311626131_c20172311626177.nc,215.0
2017-08-19 16:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311630365_e20172311641131_c20172311641175.nc,266.0
2017-08-19 16:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311645364_e20172311656131_c20172311656173.nc,259.0
2017-08-19 17:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311700364_e20172311711131_c20172311711172.nc,241.0
2017-08-19 17:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311715364_e20172311726131_c20172311726177.nc,262.0
2017-08-19 17:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311730364_e20172311741131_c20172311741176.nc,221.0
2017-08-19 17:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311745364_e20172311756131_c20172311756174.nc,234.0
2017-08-19 18:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311800362_e20172311811129_c20172311811170.nc,227.0
2017-08-19 18:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311815362_e20172311826129_c20172311826179.nc,204.0
2017-08-19 18:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311830362_e20172311841129_c20172311841172.nc,247.0
2017-08-19 18:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311845362_e20172311856129_c20172311856171.nc,276.0
2017-08-19 19:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311915362_e20172311926129_c20172311926177.nc,254.0
2017-08-19 19:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311930362_e20172311941129_c20172311941175.nc,237.0
2017-08-19 19:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172311945362_e20172311956129_c20172311956174.nc,221.0
2017-08-19 20:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172312000362_e20172312011129_c20172312011172.nc,206.0
2017-08-19 20:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172312015362_e20172312026129_c20172312026173.nc,201.0
2017-08-19 20:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172312030362_e20172312041129_c20172312041173.nc,209.0
2017-08-19 20:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172312045362_e20172312056129_c20172312056175.nc,243.0
2017-08-21 11:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331100382_e20172331111149_c20172331111190.nc,2.0
2017-08-21 11:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331115382_e20172331126149_c20172331126194.nc,8.0
2017-08-21 11:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331130382_e20172331141149_c20172331141193.nc,17.0
2017-08-21 11:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331145382_e20172331156149_c20172331156194.nc,45.0
2017-08-21 12:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331200382_e20172331211149_c20172331211194.nc,107.0
2017-08-21 12:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331215382_e20172331226149_c20172331226192.nc,74.0
2017-08-21 12:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331230382_e20172331241149_c20172331241193.nc,252.0
2017-08-21 12:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331245382_e20172331256149_c20172331256195.nc,312.0
2017-08-21 13:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331300382_e20172331311149_c20172331311191.nc,341.0
2017-08-21 13:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331315382_e20172331326149_c20172331326196.nc,144.0
2017-08-21 13:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331330382_e20172331341149_c20172331341194.nc,352.0
2017-08-21 13:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331345382_e20172331356149_c20172331356194.nc,389.0
2017-08-21 14:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331400382_e20172331411149_c20172331411189.nc,264.0
2017-08-21 14:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331415382_e20172331426148_c20172331426195.nc,318.0
2017-08-21 14:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331430382_e20172331441148_c20172331441196.nc,451.0
2017-08-21 14:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331445382_e20172331456148_c20172331456193.nc,296.0
2017-08-21 15:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331500381_e20172331511148_c20172331511190.nc,917.0
2017-08-21 15:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331515381_e20172331526148_c20172331526193.nc,617.0
2017-08-21 15:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331530381_e20172331541148_c20172331541192.nc,781.0
2017-08-21 15:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331545381_e20172331556148_c20172331556195.nc,971.0
2017-08-21 16:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331600381_e20172331611148_c20172331611190.nc,882.0
2017-08-21 16:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331615381_e20172331626148_c20172331626195.nc,1125.0
2017-08-21 16:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331630381_e20172331641148_c20172331641194.nc,771.0
2017-08-21 16:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331645381_e20172331656148_c20172331656192.nc,413.0
2017-08-21 17:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331700381_e20172331711148_c20172331711194.nc,1124.0
2017-08-21 17:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331715381_e20172331726148_c20172331726198.nc,761.0
2017-08-21 17:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331730381_e20172331741148_c20172331741195.nc,1187.0
2017-08-21 17:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331745381_e20172331756148_c20172331756192.nc,880.0
2017-08-21 18:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331800379_e20172331811146_c20172331811187.nc,381.0
2017-08-21 18:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331815379_e20172331826146_c20172331826194.nc,311.0
2017-08-21 18:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331830379_e20172331841146_c20172331841193.nc,1049.0
2017-08-21 18:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331845379_e20172331856146_c20172331856193.nc,1037.0
2017-08-21 19:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331900379_e20172331911145_c20172331911188.nc,889.0
2017-08-21 19:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331915379_e20172331926146_c20172331926194.nc,158.0
2017-08-21 19:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331930379_e20172331941145_c20172331941192.nc,663.0
2017-08-21 19:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172331945379_e20172331956145_c20172331956191.nc,211.0
2017-08-21 20:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332000379_e20172332011146_c20172332011195.nc,568.0
2017-08-21 20:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332015379_e20172332026146_c20172332026190.nc,373.0
2017-08-21 20:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332030379_e20172332041146_c20172332041197.nc,434.0
2017-08-21 20:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332045379_e20172332056145_c20172332056189.nc,357.0
2017-08-21 21:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332100379_e20172332111146_c20172332111193.nc,280.0
2017-08-21 21:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332115379_e20172332126146_c20172332126188.nc,322.0
2017-08-21 21:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332130379_e20172332141146_c20172332141194.nc,222.0
2017-08-21 21:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332145379_e20172332156146_c20172332156190.nc,298.0
2017-08-21 22:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332200379_e20172332211146_c20172332211189.nc,213.0
2017-08-21 22:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332215379_e20172332226146_c20172332226197.nc,70.0
2017-08-21 22:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332230379_e20172332241146_c20172332241193.nc,35.0
2017-08-21 22:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332245379_e20172332256146_c20172332256189.nc,27.0
2017-08-21 23:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172332300379_e20172332311146_c20172332311189.nc,6.0
2017-08-22 11:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341100381_e20172341111148_c20172341111192.nc,14.0
2017-08-22 11:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341115381_e20172341126148_c20172341126195.nc,46.0
2017-08-22 11:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341130381_e20172341141148_c20172341141194.nc,98.0
2017-08-22 11:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341145381_e20172341156148_c20172341156191.nc,127.0
2017-08-22 12:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341200381_e20172341211148_c20172341211195.nc,162.0
2017-08-22 12:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341215381_e20172341226148_c20172341226192.nc,244.0
2017-08-22 12:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341230381_e20172341241148_c20172341241196.nc,281.0
2017-08-22 12:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341245381_e20172341256148_c20172341256192.nc,311.0
2017-08-22 13:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341300381_e20172341311148_c20172341311194.nc,514.0
2017-08-22 13:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341315381_e20172341326148_c20172341326194.nc,495.0
2017-08-22 13:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341330381_e20172341341148_c20172341341192.nc,519.0
2017-08-22 13:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341345381_e20172341356148_c20172341356194.nc,534.0
2017-08-22 14:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341400381_e20172341411148_c20172341411190.nc,592.0
2017-08-22 14:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341415381_e20172341426148_c20172341426192.nc,560.0
2017-08-22 14:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341430381_e20172341441148_c20172341441192.nc,722.0
2017-08-22 14:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341445381_e20172341456148_c20172341456192.nc,809.0
2017-08-22 15:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341500381_e20172341511148_c20172341511189.nc,911.0
2017-08-22 15:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172341515381_e20172341526148_c20172341526193.nc,783.0
