date and time (UTC),image name,radiation
2017-09-16 21:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172592145382_e20172592156149_c20172592156199.nc,66.0
2017-09-16 22:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172592200382_e20172592211149_c20172592211201.nc,44.0
2017-09-16 22:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172592215382_e20172592226149_c20172592226194.nc,44.0
2017-09-16 22:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172592230382_e20172592241149_c20172592241193.nc,17.0
2017-09-16 22:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172592245382_e20172592256149_c20172592256201.nc,6.0
2017-09-17 11:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601100385_e20172601111151_c20172601111197.nc,9.0
2017-09-17 11:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601115385_e20172601126152_c20172601126188.nc,29.0
2017-09-17 11:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601130385_e20172601141152_c20172601141196.nc,44.0
2017-09-17 11:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601145385_e20172601156152_c20172601156192.nc,38.0
2017-09-17 12:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601200385_e20172601211152_c20172601211199.nc,30.0
2017-09-17 12:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601215385_e20172601226152_c20172601226192.nc,53.0
2017-09-17 12:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601230385_e20172601241152_c20172601241194.nc,114.0
2017-09-17 12:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601245385_e20172601256152_c20172601256200.nc,144.0
2017-09-17 13:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601300385_e20172601311152_c20172601311198.nc,214.0
2017-09-17 13:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601315385_e20172601326152_c20172601326195.nc,275.0
2017-09-17 13:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601330386_e20172601341152_c20172601341198.nc,290.0
2017-09-17 13:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601345386_e20172601356153_c20172601356201.nc,308.0
2017-09-17 14:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601400386_e20172601411153_c20172601411199.nc,469.0
2017-09-17 14:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601415386_e20172601426153_c20172601426190.nc,693.0
2017-09-17 14:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601430386_e20172601441153_c20172601441194.nc,417.0
2017-09-17 14:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601445386_e20172601456153_c20172601456197.nc,535.0
2017-09-17 15:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601500386_e20172601511153_c20172601511201.nc,588.0
2017-09-17 15:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601515386_e20172601526153_c20172601526197.nc,629.0
2017-09-17 15:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601530386_e20172601541153_c20172601541194.nc,766.0
2017-09-17 15:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601545386_e20172601556153_c20172601556200.nc,828.0
2017-09-17 16:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601600387_e20172601611153_c20172601611200.nc,380.0
2017-09-17 16:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601615387_e20172601626154_c20172601626199.nc,156.0
2017-09-17 16:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601630387_e20172601641154_c20172601641196.nc,327.0
2017-09-17 16:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601645387_e20172601656154_c20172601656192.nc,589.0
2017-09-17 17:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601700387_e20172601711154_c20172601711199.nc,520.0
2017-09-17 17:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601715387_e20172601726154_c20172601726195.nc,941.0
2017-09-17 17:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601730387_e20172601741154_c20172601741190.nc,1069.0
2017-09-17 17:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601745385_e20172601756152_c20172601756198.nc,317.0
2017-09-17 18:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601800385_e20172601811152_c20172601811202.nc,151.0
2017-09-17 18:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601815385_e20172601826152_c20172601826193.nc,197.0
2017-09-17 18:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601830385_e20172601841152_c20172601841196.nc,325.0
2017-09-17 18:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601845385_e20172601856152_c20172601856198.nc,208.0
2017-09-17 19:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601900385_e20172601911152_c20172601911197.nc,338.0
2017-09-17 19:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601915386_e20172601926152_c20172601926193.nc,277.0
2017-09-17 19:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601930386_e20172601941153_c20172601941199.nc,360.0
2017-09-17 19:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172601945386_e20172601956153_c20172601956197.nc,227.0
2017-09-17 20:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602000386_e20172602011153_c20172602011199.nc,195.0
2017-09-17 20:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602015386_e20172602026153_c20172602026196.nc,122.0
2017-09-17 20:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602030386_e20172602041153_c20172602041199.nc,60.0
2017-09-17 20:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602045386_e20172602056153_c20172602056198.nc,40.0
2017-09-17 21:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602100386_e20172602111153_c20172602111199.nc,32.0
2017-09-17 21:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602115386_e20172602126153_c20172602126196.nc,37.0
2017-09-17 21:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602130386_e20172602141153_c20172602141196.nc,45.0
2017-09-17 21:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602145386_e20172602156153_c20172602156205.nc,29.0
2017-09-17 22:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602200387_e20172602211153_c20172602211200.nc,36.0
2017-09-17 22:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602215387_e20172602226154_c20172602226197.nc,31.0
2017-09-17 22:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602230387_e20172602241154_c20172602241197.nc,16.0
2017-09-17 22:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172602245387_e20172602256154_c20172602256198.nc,6.0
2017-09-18 11:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611100392_e20172611111159_c20172611111203.nc,7.0
2017-09-18 11:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611115392_e20172611126159_c20172611126247.nc,29.0
2017-09-18 11:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611130392_e20172611141159_c20172611141206.nc,119.0
2017-09-18 11:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611145392_e20172611156159_c20172611156208.nc,94.0
2017-09-18 12:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611200392_e20172611211159_c20172611211207.nc,241.0
2017-09-18 12:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611215392_e20172611226159_c20172611226201.nc,353.0
2017-09-18 12:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611230392_e20172611241159_c20172611241210.nc,167.0
2017-09-18 12:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611245392_e20172611256159_c20172611256206.nc,453.0
2017-09-18 13:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611300392_e20172611311159_c20172611311207.nc,524.0
2017-09-18 13:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611315393_e20172611326159_c20172611326202.nc,587.0
2017-09-18 13:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611330393_e20172611341159_c20172611341208.nc,660.0
2017-09-18 13:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611345393_e20172611356160_c20172611356212.nc,690.0
2017-09-18 14:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611400393_e20172611411160_c20172611411209.nc,749.0
2017-09-18 14:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611415393_e20172611426160_c20172611426202.nc,793.0
2017-09-18 14:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611430393_e20172611441160_c20172611441211.nc,859.0
2017-09-18 14:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611445393_e20172611456160_c20172611456210.nc,908.0
2017-09-18 15:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611500393_e20172611511160_c20172611511210.nc,946.0
2017-09-18 15:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611515393_e20172611526160_c20172611526206.nc,981.0
2017-09-18 15:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611530393_e20172611541160_c20172611541207.nc,1008.0
2017-09-18 15:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611545393_e20172611556160_c20172611556209.nc,1031.0
2017-09-18 16:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611600393_e20172611611160_c20172611611212.nc,1056.0
2017-09-18 16:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611615394_e20172611626160_c20172611626203.nc,277.0
2017-09-18 16:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611630394_e20172611641161_c20172611641206.nc,1113.0
2017-09-18 16:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611645394_e20172611656161_c20172611656205.nc,593.0
2017-09-18 17:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611700394_e20172611711161_c20172611711211.nc,253.0
2017-09-18 17:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611715394_e20172611726161_c20172611726205.nc,719.0
2017-09-18 17:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611730394_e20172611741161_c20172611741206.nc,277.0
2017-09-18 17:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611745392_e20172611756159_c20172611756208.nc,327.0
2017-09-18 18:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611800392_e20172611811159_c20172611811209.nc,263.0
2017-09-18 18:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611815392_e20172611826159_c20172611826203.nc,239.0
2017-09-18 18:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611830392_e20172611841159_c20172611841204.nc,98.0
2017-09-18 18:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611845392_e20172611856159_c20172611856211.nc,51.0
2017-09-18 19:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611900392_e20172611911159_c20172611911205.nc,70.0
2017-09-18 19:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611915392_e20172611926159_c20172611926203.nc,73.0
2017-09-18 19:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611930392_e20172611941159_c20172611941206.nc,104.0
2017-09-18 19:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172611945392_e20172611956159_c20172611956208.nc,214.0
2017-09-18 20:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612000393_e20172612011159_c20172612011204.nc,274.0
2017-09-18 20:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612015393_e20172612026160_c20172612026205.nc,310.0
2017-09-18 20:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612030393_e20172612041160_c20172612041210.nc,160.0
2017-09-18 20:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612045393_e20172612056160_c20172612056211.nc,78.0
2017-09-18 21:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612100393_e20172612111160_c20172612111207.nc,56.0
2017-09-18 21:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612115393_e20172612126160_c20172612126204.nc,111.0
2017-09-18 21:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612130393_e20172612141160_c20172612141208.nc,161.0
2017-09-18 21:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612145393_e20172612156160_c20172612156208.nc,139.0
2017-09-18 22:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612200393_e20172612211160_c20172612211209.nc,130.0
2017-09-18 22:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612215393_e20172612226160_c20172612226209.nc,24.0
2017-09-18 22:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612230393_e20172612241160_c20172612241209.nc,9.0
2017-09-18 22:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172612245393_e20172612256160_c20172612256209.nc,5.0
2017-09-19 11:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621100399_e20172621111166_c20172621111212.nc,3.0
2017-09-19 11:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621115400_e20172621126166_c20172621126208.nc,17.0
2017-09-19 11:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621130400_e20172621141167_c20172621141209.nc,46.0
2017-09-19 11:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621145400_e20172621156167_c20172621156214.nc,100.0
2017-09-19 12:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621200400_e20172621211167_c20172621211214.nc,147.0
2017-09-19 12:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621215400_e20172621226167_c20172621226210.nc,219.0
2017-09-19 12:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621230400_e20172621241167_c20172621241212.nc,308.0
2017-09-19 12:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621245400_e20172621256167_c20172621256214.nc,283.0
2017-09-19 13:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621300400_e20172621311167_c20172621311213.nc,343.0
2017-09-19 13:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621315400_e20172621326167_c20172621326211.nc,406.0
2017-09-19 13:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621330400_e20172621341167_c20172621341215.nc,460.0
2017-09-19 13:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621345400_e20172621356167_c20172621356213.nc,601.0
2017-09-19 14:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621400400_e20172621411167_c20172621411213.nc,792.0
2017-09-19 14:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621415400_e20172621426167_c20172621426210.nc,815.0
2017-09-19 14:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621430400_e20172621441167_c20172621441215.nc,963.0
2017-09-19 14:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621445401_e20172621456167_c20172621456216.nc,935.0
2017-09-19 15:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621500401_e20172621511168_c20172621511218.nc,917.0
2017-09-19 15:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621515401_e20172621526168_c20172621526250.nc,1100.0
2017-09-19 15:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621530401_e20172621541168_c20172621541214.nc,1027.0
2017-09-19 15:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621545401_e20172621556168_c20172621556216.nc,1026.0
2017-09-19 16:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621600401_e20172621611168_c20172621611216.nc,1038.0
2017-09-19 16:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621615401_e20172621626168_c20172621626218.nc,1062.0
2017-09-19 16:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621630401_e20172621641168_c20172621641215.nc,1050.0
2017-09-19 16:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621645401_e20172621656168_c20172621656214.nc,1076.0
2017-09-19 17:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621700401_e20172621711168_c20172621711215.nc,229.0
2017-09-19 17:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621715401_e20172621726168_c20172621726213.nc,1122.0
2017-09-19 17:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621730401_e20172621741168_c20172621741214.nc,1136.0
2017-09-19 17:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621745399_e20172621756166_c20172621756212.nc,1197.0
2017-09-19 18:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621800399_e20172621811166_c20172621811218.nc,510.0
2017-09-19 18:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621815399_e20172621826166_c20172621826210.nc,1218.0
2017-09-19 18:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621830399_e20172621841166_c20172621841216.nc,493.0
2017-09-19 18:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621845399_e20172621856166_c20172621856215.nc,739.0
2017-09-19 19:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621900400_e20172621911166_c20172621911211.nc,875.0
2017-09-19 19:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621915400_e20172621926167_c20172621926243.nc,591.0
2017-09-19 19:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621930400_e20172621941167_c20172621941213.nc,884.0
2017-09-19 19:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172621945400_e20172621956167_c20172621956212.nc,708.0
2017-09-19 20:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622000400_e20172622011167_c20172622011218.nc,139.0
2017-09-19 20:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622015400_e20172622026167_c20172622026213.nc,164.0
2017-09-19 20:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622030400_e20172622041167_c20172622041214.nc,72.0
2017-09-19 20:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622045400_e20172622056167_c20172622056215.nc,24.0
2017-09-19 21:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622100400_e20172622111167_c20172622111214.nc,10.0
2017-09-19 21:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622115400_e20172622126167_c20172622126209.nc,19.0
2017-09-19 21:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622130400_e20172622141167_c20172622141213.nc,18.0
2017-09-19 21:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622145400_e20172622156167_c20172622156215.nc,20.0
2017-09-19 22:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622200400_e20172622211167_c20172622211215.nc,17.0
2017-09-19 22:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622215401_e20172622226167_c20172622226213.nc,15.0
2017-09-19 22:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622230401_e20172622241167_c20172622241213.nc,11.0
2017-09-19 22:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172622245401_e20172622256168_c20172622256215.nc,5.0
2017-09-20 11:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631115406_e20172631126173_c20172631126215.nc,4.0
2017-09-20 11:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631130406_e20172631141173_c20172631141218.nc,8.0
2017-09-20 11:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631145406_e20172631156173_c20172631156219.nc,10.0
2017-09-20 12:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631200407_e20172631211173_c20172631211223.nc,13.0
2017-09-20 12:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631215407_e20172631226173_c20172631226217.nc,51.0
2017-09-20 12:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631230407_e20172631241174_c20172631241220.nc,87.0
2017-09-20 12:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631245407_e20172631256174_c20172631256223.nc,105.0
2017-09-20 13:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631300407_e20172631311174_c20172631311218.nc,124.0
2017-09-20 13:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631315407_e20172631326174_c20172631326219.nc,140.0
2017-09-20 13:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631330407_e20172631341174_c20172631341224.nc,146.0
2017-09-20 13:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631345407_e20172631356174_c20172631356227.nc,153.0
2017-09-20 14:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631400407_e20172631411174_c20172631411219.nc,182.0
2017-09-20 14:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631415407_e20172631426174_c20172631426216.nc,323.0
2017-09-20 14:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631430407_e20172631441174_c20172631441217.nc,765.0
2017-09-20 14:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631445407_e20172631456174_c20172631456220.nc,610.0
2017-09-20 15:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631500407_e20172631511174_c20172631511218.nc,656.0
2017-09-20 15:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631515407_e20172631526174_c20172631526220.nc,626.0
2017-09-20 15:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631530407_e20172631541174_c20172631541220.nc,417.0
2017-09-20 15:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631545407_e20172631556174_c20172631556221.nc,486.0
2017-09-20 16:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631600408_e20172631611174_c20172631611217.nc,750.0
2017-09-20 16:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631615408_e20172631626174_c20172631626217.nc,993.0
2017-09-20 16:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631630408_e20172631641175_c20172631641221.nc,1137.0
2017-09-20 16:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631645408_e20172631656175_c20172631656219.nc,1090.0
2017-09-20 17:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631700408_e20172631711175_c20172631711219.nc,181.0
2017-09-20 17:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631715408_e20172631726175_c20172631726218.nc,1088.0
2017-09-20 17:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631730408_e20172631741175_c20172631741220.nc,1079.0
2017-09-20 17:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631745406_e20172631756173_c20172631756218.nc,690.0
2017-09-20 18:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631800406_e20172631811173_c20172631811219.nc,1117.0
2017-09-20 18:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631815406_e20172631826173_c20172631826219.nc,1054.0
2017-09-20 18:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631830406_e20172631841173_c20172631841217.nc,1003.0
2017-09-20 18:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631845406_e20172631856173_c20172631856221.nc,997.0
2017-09-20 19:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631900406_e20172631911173_c20172631911218.nc,249.0
2017-09-20 19:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631915406_e20172631926173_c20172631926216.nc,907.0
2017-09-20 19:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631930406_e20172631941173_c20172631941222.nc,582.0
2017-09-20 19:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172631945406_e20172631956173_c20172631956219.nc,796.0
2017-09-20 20:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632000406_e20172632011173_c20172632011219.nc,738.0
2017-09-20 20:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632015406_e20172632026173_c20172632026216.nc,86.0
2017-09-20 20:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632030406_e20172632041173_c20172632041220.nc,92.0
2017-09-20 20:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632045407_e20172632056173_c20172632056225.nc,135.0
2017-09-20 21:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632100407_e20172632111173_c20172632111216.nc,192.0
2017-09-20 21:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632115407_e20172632126173_c20172632126219.nc,219.0
2017-09-20 21:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632130407_e20172632141174_c20172632141221.nc,228.0
2017-09-20 21:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632145407_e20172632156174_c20172632156223.nc,216.0
2017-09-20 22:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632200407_e20172632211174_c20172632211221.nc,107.0
2017-09-20 22:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632215407_e20172632226174_c20172632226218.nc,180.0
2017-09-20 22:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632230407_e20172632241174_c20172632241220.nc,106.0
2017-09-20 22:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172632245407_e20172632256174_c20172632256222.nc,4.0
2017-09-21 11:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172641100413_e20172641111179_c20172641111223.nc,11.0
2017-09-21 11:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172641115413_e20172641126179_c20172641126221.nc,23.0
2017-09-21 11:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172641130413_e20172641141179_c20172641141225.nc,101.0
2017-09-21 11:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172641145413_e20172641156180_c20172641156225.nc,100.0
2017-09-21 12:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172641200413_e20172641211180_c20172641211227.nc,131.0
2017-09-21 12:20:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172641215413_e20172641226180_c20172641226222.nc,150.0
2017-09-21 12:35:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172641230413_e20172641241180_c20172641241227.nc,367.0
2017-09-21 12:50:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172641245413_e20172641256180_c20172641256226.nc,473.0
2017-09-21 13:05:00 UTC,OR_ABI-L1b-RadF-M3C03_G16_s20172641300413_e20172641311180_c20172641311228.nc,324.0
